score_phrase,title,url,score,genre,release_year,release_month,release_day
Amazing,Suikoden,/games/suikoden/ps-443,9,RPG,1997,1,22
Okay,Battle Stations,/games/battle-stations/ps-758,6,Strategy,1997,4,16
Great,Nanotek Warrior,/games/nanotek-warrior/ps-748,8,Action,1997,4,14
Okay,Rush Hour,/games/rush-hour/ps-746,6,Racing,1997,4,14
Good,BRAHMA Force: The Assault On Beltlogger 9,/games/brahma-force-the-assault-on-beltlogger-9/ps-735,7,Action,1997,4,10
Great,Vandal Hearts,/games/vandal-hearts/ps-727,8,RPG,1997,4,9
Great,MechWarrior 2,/games/mechwarrior-2/ps-89,8,Simulation,1997,4,8
Good,VR Baseball '97,/games/vr-baseball-97/ps-742,7,Sports,1997,4,7
Okay,Need for Speed II,/games/need-for-speed-collection/ps-739,6,Racing,1997,4,3
Okay,Samurai Shodown III: Blades of Blood,/games/samurai-shodown-best-collection/ps-101,6.5,Fighting,1996,12,20
Okay,Mortal Kombat Trilogy,/games/mortal-kombat-trilogy/ps-462,6,Fighting,1996,12,19
Mediocre,Pitball,/games/pitball/ps-308,5,Action,1996,12,18
Mediocre,MLB Pennant Race,/games/mlb-pennant-race/ps-80,5,Sports,1996,12,17
Great,Tempest X3: An Inter-Galactic Battle Zone,/games/tempest-x3-an-inter-galactic-battle-zone/ps-40,8,Action,1996,12,17
Mediocre,Project Overkill,/games/project-overkill/ps-169,5,Action,1997,1,21
Good,Crusader: No Remorse,/games/crusader-no-remorse/ps-752,7,Action,1997,1,21
Great,VR Golf '97,/games/vr-golf-97/ps-751,8,Sports,1997,1,20
Awful,Iron Man / XO Manowar in Heavy Metal,/games/iron-man-xo-manowar-in-heavy-metal/ps-750,3,Action,1997,1,15
Great,Disruptor,/games/disruptor/ps-135,8,Shooter,1997,1,13
Good,Final Doom,/games/final-doom/ps-446,7,Action,1997,1,7
Good,Twisted Metal 2,/games/twisted-metal-2/ps-325,7.3,Action,1997,1,7
Good,NFL GameDay 97,/games/nfl-gameday-97/ps-326,7.8,Sports,1997,1,6
Great,Jet Moto,/games/jet-moto/ps-442,8,Racing,1997,1,3
Bad,FIFA Soccer 64,/games/fifa-97/n64-767,4.2,Sports,1997,4,1
Great,Command & Conquer (1997),/games/command-and-conquer/ps-500,8,Strategy,1997,3,31
Okay,Mega Man 8,/games/mega-man-8/ps-561,6,Action,1997,3,31
Okay,Big Bass World Championship,/games/big-bass-world-championship/ps-729,6,Hunting,1997,3,27
Amazing,Blast Corps,/games/blast-corps-138193/n64-416,9,Action,1997,3,26
Great,NBA Live '97,/games/nba-live-97/ps-529,8,Sports,1997,3,21
Amazing,NBA ShootOut '97,/games/nba-shootout-97/ps-740,9,Sports,1997,3,18
Great,Turok: Dinosaur Hunter,/games/turok-dinosaur-hunter/n64-425,8.6,Shooter,1997,3,11
Unbearable,The Crow: City of Angels,/games/the-crow-city-of-angels/ps-738,1,Action,1997,3,11
Mediocre,Star Wars: Dark Forces,/games/star-wars-dark-forces/ps-27,5,Action,1996,12,13
Amazing,Tomb Raider -- Featuring Lara Croft,/games/tomb-raider-featuring-lara-croft/ps-97,9.3,Adventure,1996,12,13
Okay,Pandemonium,/games/magical-hoppers/ps-611,6.6,Platformer,1996,12,13
Good,Cool Boarders,/games/cool-boarders/ps-71,7,Sports,1996,12,13
Amazing,NBA In the Zone 2,/games/nba-in-the-zone-2/ps-331,9,Sports,1996,12,12
Great,Street Fighter Alpha 2,/games/street-fighter-alpha-2/ps-476,8.5,Fighting,1996,12,11
Bad,TNN Motorsports Hardcore 4X4,/games/hard-core-4x4/ps-747,4,Racing,1997,1,3
Good,Black Dawn,/games/black-dawn/ps-11,7.5,Simulation,1997,1,2
Okay,Namco Museum Vol. 3,/games/namco-museum-vol-3/ps-733,6,"Action, Compilation",1997,3,11
Bad,Crypt Killer,/games/crypt-killer/ps-734,4,Action,1997,3,7
Amazing,Carnage Heart,/games/carnage-heart/ps-304,9.2,Strategy,1997,3,5
Great,Soul Blade,/games/soul-blade/ps-2117,8.3,Fighting,1997,3,3
Okay,Hi-Octane,/games/hi-octane/ps-152,6,Racing,1997,3,2
Okay,Star Wars: Shadows of the Empire,/games/star-wars-shadows-of-the-empire/n64-415,6.5,Action,1996,12,9
Good,Wayne Gretzky's 3D Hockey,/games/wayne-gretzkys-3d-hockey/n64-765,7.1,Sports,1996,12,5
Okay,Killer Instinct Gold,/games/killer-instinct-gold/n64-499,6.5,Fighting,1996,12,4
Awful,Spot Goes to Hollywood,/games/spot-goes-to-hollywood/ps-565,3,Platformer,1996,11,26
Okay,Space Hulk: Vengeance of the Blood Angels,/games/space-hulk-vengeance-of-the-blood-angels/ps-533,6,Action,1996,11,26
Good,Tekken,/games/tekken/ps-182,7.5,Fighting,1996,11,26
Good,VR Soccer '96,/games/vr-soccer/ps-14,7.7,Sports,1996,11,26
Awful,Top Gun: Fire At Will,/games/top-gun-fire-at-will/ps-682,3,Simulation,1996,11,26
Mediocre,World Cup Golf: Professional Edition,/games/world-cup-golf-hyatt-dorado-beach/ps-685,5,Sports,1996,11,26
Great,Tobal No. 1,/games/tobal-no-1/ps-743,8.7,Fighting,1996,11,26
Good,Twisted Metal [1996],/games/twisted-metal-1996/ps-444,7,Action,1996,11,26
Amazing,WipEout XL,/games/wipeout-2097/ps-473,9,Racing,1996,11,26
Awful,Doraemon Nobita & The 3 Fairy Spirit Stones,/games/doraemon-nobita-the-3-fairy-spirit-stones/n64-1901,3,Platformer,1997,6,11
Great,Xevious 3D/G+,/games/xevious-3d-g/ps-2134,8,Shooter,1997,6,11
Good,Thunder Truck Rally,/games/thunder-truck-rally/ps-2125,7,Racing,1997,6,3
Bad,NBA Hang Time,/games/nba-hang-time/ps-264,4,Sports,1997,6,3
Mediocre,All-Star Baseball '97 Featuring Frank Thomas,/games/all-star-baseball-97-featuring-frank-thomas/ps-2017,5,Sports,1997,6,2
Bad,War Gods,/games/war-gods/n64-463,4.3,Fighting,1997,5,29
Okay,Broken Helix,/games/broken-helix/ps-441,6,"Action, Adventure",1997,5,29
Good,Codename: Tenka,/games/codename-tenka/ps-2033,7,Shooter,1997,5,27
Bad,War Gods,/games/war-gods/ps-268,4,Fighting,1997,5,23
Mediocre,Hexen,/games/hexen/ps-2065,5,Action,1997,5,23
Good,Descent Maximum,/games/descent-maximum/ps-2043,7.5,Action,1997,5,23
Mediocre,The City of Lost Children,/games/the-city-of-lost-children/ps-2031,5,Adventure,1997,5,23
Bad,Wing Commander IV: The Price of Freedom,/games/wing-commander-iv-the-price-of-freedom/ps-1876,4,Simulation,1997,5,21
Okay,Overblood,/games/overblood/ps-564,6,Adventure,1997,5,20
Great,Wild ARMs,/games/wild-arms/ps-1875,8,RPG,1997,5,20
Good,Rage Racer,/games/rage-racer/ps-505,7,Racing,1997,5,19
Great,Star Fox 64,/games/star-fox-64/n64-419,8.7,"Flight, Action",1997,5,16
Mediocre,Swagman,/games/swagman/ps-579,5,Action,1997,5,15
Okay,Grand Slam,/games/grand-slam/ps-2062,6,Sports,1997,5,13
Amazing,Triple Play '98,/games/triple-play-98/ps-1874,9.2,Sports,1997,5,13
Okay,Norse By Norse West: The Return of the Lost Vikings,/games/norse-by-norse-west-the-return-of-the-lost-vikings/ps-2093,6,Platformer,1997,5,12
Good,Tail of the Sun,/games/tail-of-the-sun/ps-2122,7,Adventure,1997,5,9
Okay,Goal Storm '97,/games/goal-storm-97/ps-1857,6,Sports,1997,5,6
Mediocre,Sentient [1997],/games/sentient-1997/ps-2115,5,Adventure,1997,5,1
Mediocre,Psychic Force,/games/psychic-force/ps-57,5,Fighting,1997,4,29
Good,NHL Powerplay '98,/games/nhl-powerplay-98/ps-2156,7,Sports,1997,8,28
Good,Madden NFL '98,/games/madden-football-64/ps-2079,7,Sports,1997,8,26
Mediocre,The Lost World: Jurassic Park,/games/the-lost-world-jurassic-park/ps-2124,5,Action,1997,8,26
Great,NFL GameDay 98,/games/nfl-gameday-98/ps-2087,8.8,Sports,1997,8,26
Amazing,GoldenEye 007,/games/goldeneye/n64-1991,9.7,Shooter,1997,8,25
Amazing,Ace Combat 2,/games/ace-combat-2/ps-481,9,"Flight, Action",1997,8,22
Good,Warcraft II: The Dark Saga,/games/warcraft-ii-the-dark-saga/ps-2132,7,Strategy,1997,8,20
Mediocre,Machine Hunter,/games/machine-hunter/ps-2078,5,Action,1997,8,19
Great,Tetrisphere,/games/tetrisphere/n64-420,8,Puzzle,1997,8,13
Okay,Ogre Battle,/games/ogre-battle/ps-2095,6,Strategy,1997,8,8
Great,Porsche Challenge,/games/porsche-challenge/ps-2103,8,Racing,1997,8,5
Good,NCAA Football '98,/games/ncaa-football-98/ps-2086,7,Sports,1997,8,5
Bad,Lethal Enforcers I & II,/games/lethal-enforcers/ps-2074,4,Action,1997,8,5
Mediocre,VMX Racing,/games/vmx-racing/ps-68,5,Racing,1997,7,25
Great,Duke Nukem 64,/games/duke-nukem-3d/n64-85,8,Shooter,1997,11,14
Great,NBA Live '98,/games/nba-live-98/ps-2142,8,Sports,1997,11,13
Good,Jet Moto 2,/games/jet-moto-2/ps-2068,7,Racing,1997,11,12
Good,Cool Boarders 2,/games/cool-boarders-2/ps-2035,7.2,Sports,1997,11,11
Great,Time Crisis,/games/time-crisis/ps-2126,8,Action,1997,11,11
Mediocre,Maximum Force,/games/maximum-force/ps-2080,5,Shooter,1997,9,25
Great,Treasures of the Deep,/games/treasures-of-the-deep/ps-2155,8,Adventure,1997,9,24
Okay,Discworld II: Mortality Bytes!,/games/discworld-ii-mortality-bytes/ps-2044,6,Adventure,1997,9,24
Good,Nuclear Strike,/games/nuclear-strike/ps-2140,7.6,Action,1997,9,24
Great,NHL FaceOff '98,/games/nhl-faceoff-98/ps-2088,8,Sports,1997,9,24
Great,NASCAR 98,/games/nascar-98/ps-2085,8,Racing,1997,9,23
Great,MLB '98,/games/mlb-98/ps-2077,8,Sports,1997,7,23
Okay,Herc's Adventures,/games/hercs-adventures/ps-1858,6,Action,1997,7,18
Okay,Namco Museum Vol. 4,/games/namco-museum-vol-4/ps-2089,6,"Action, Compilation",1997,7,18
Mediocre,Syndicate Wars,/games/syndicate-wars/ps-534,5,Shooter,1997,7,16
Mediocre,Dark Rift,/games/dark-rift/n64-1954,5.4,Fighting,1997,7,10
Okay,Hercules,/games/hercules/ps-2045,6,Action,1997,7,3
Okay,Battlesport,/games/battlesport-805676/ps-320,6,Action,1997,7,2
Good,Darklight Conflict,/games/darklight-conflict/ps-2041,7,Action,1997,6,30
Good,Dynasty Warriors,/games/dynasty-warriors-806701/ps-2047,7.8,Fighting,1997,6,27
Bad,F1 Pole Position 64,/games/f1-pole-position-64/n64-1977,4.1,Racing,1997,10,24
Good,Madden Football 64,/games/madden-football-64/n64-2196,7.8,Sports,1997,10,24
Great,1080° Snowboarding,/games/1080-snowboarding/n64-2225,8.6,Sports,1998,4,2
Mediocre,San Francisco Rush: Extreme Racing,/games/san-francisco-rush-extreme-racing/ps-3725,5,Racing,1998,4,2
Painful,Judge Dredd,/games/judge-dredd-14213549/ps-2326,2,Shooter,1998,4,1
Mediocre,Tennis Arena,/games/tennis-arena/ps-2204,5,Sports,1998,3,31
Bad,Rampage: World Tour,/games/rampage-world-tour/n64-2289,4.9,Action,1998,3,30
Good,Pitfall 3D,/games/pitfall-3d/ps-2101,7,Platformer,1998,3,27
Great,San Francisco Rush: Extreme Racing,/games/san-francisco-rush-extreme-racing/n64-1941,8.9,Racing,1997,11,7
Awful,Dragon Ball GT Final Bout,/games/dragon-ball-gt-final-bout/ps-2207,3,Fighting,1997,11,7
Good,Mass Destruction,/games/mass-destruction/ps-2164,7,Action,1997,11,5
Great,Need for Speed: V-Rally,/games/need-for-speed-v-rally/ps-2129,8,Racing,1997,11,5
Okay,Caesars Palace,/games/caesars-palace/ps-2028,6,Casino,1997,11,5
Great,Crash Bandicoot 2: Cortex Strikes Back,/games/crash-bandicoot-2-cortex-strikes-back/ps-2037,8.5,Platformer,1997,11,4
Amazing,Colony Wars,/games/colony-wars/ps-2034,9.3,Action,1997,11,4
Painful,Frogger,/games/frogger-108479/ps-2057,2,Platformer,1997,11,3
Good,Moto Racer,/games/moto-racer/ps-2141,7.5,Racing,1997,11,3
Awful,Jeopardy! [1998],/games/jeopardy-1998/n64-1998,3.8,Simulation,1998,2,25
Okay,NCAA March Madness '98,/games/ncaa-march-madness-98/ps-2292,6.5,Sports,1998,2,25
Bad,Shadow Master,/games/shadow-master/ps-2116,4,Action,1998,2,25
Good,Oddworld: Abe's Oddysee,/games/oddworld-abes-oddysee/ps-2094,7.5,Adventure,1997,9,22
Great,NHL '98,/games/nhl-98/ps-1732,8,Sports,1997,9,22
Great,Poy Poy,/games/poy-poy/ps-2104,8,Action,1997,9,18
Okay,Bottom of the 9th '97,/games/bottom-of-the-9th-97/ps-2025,6,Sports,1997,9,18
Bad,Magic: The Gathering -- Battlemage,/games/magic-the-gathering-battlemage/ps-321,4,Strategy,1997,9,17
Good,Steel Reign,/games/steel-reign/ps-2119,7,Action,1997,9,17
Good,Tecmo Stackers,/games/tecmo-stackers/ps-2123,7,Puzzle,1997,9,16
Okay,Multi Racing Championship,/games/multi-racing-championship/n64-1916,6.4,Racing,1997,9,11
Good,RayStorm,/games/g-darius-raystorm-pack/ps-2108,7.5,Action,1997,9,11
Awful,Hexen,/games/hexen/n64-1994,3.7,Action,1997,6,26
Okay,Battle Arena Toshinden 3,/games/battle-arena-toshinden-3/ps-2022,6.3,Fighting,1997,6,25
Good,WCW vs. NWO: World Tour,/games/wcw-vs-nwo-world-tour/n64-1985,7.5,Wrestling,1997,12,9
Painful,Spawn: The Eternal,/games/spawn-the-eternal/ps-324,2,Action,1997,12,9
Awful,Mortal Kombat Mythologies: Sub-Zero,/games/mortal-kombat-mythologies-sub-zero/n64-1914,3,Platformer,1997,12,8
Okay,Wheel of Fortune [1997],/games/wheel-of-fortune-n64/n64-1981,6.4,Puzzle,1997,12,5
Awful,Bug Riders,/games/bug-riders/ps-2027,3,Racing,1997,12,4
Good,Automobili Lamborghini,/games/automobili-lamborghini/n64-2002,7,Racing,1997,12,3
Awful,Excalibur 2555 AD,/games/excalibur-2555-ad/ps-2049,3,Action,1997,10,22
Great,Armored Core,/games/armored-core/ps-2020,8,Action,1997,10,22
Awful,ClayFighter 63 1/3,/games/clayfighter-63-13/n64-1940,3.7,Fighting,1997,10,21
Good,Persona,/games/persona/ps-2193,7.5,RPG,1997,10,20
Okay,Golden Nugget,/games/golden-nugget/ps-295,6,Strategy,1997,10,20
Great,Bushido Blade,/games/bushido-blade/ps-464,8.7,Fighting,1997,10,17
Good,Diablo,/games/diablo/ps-2255,7.5,"Action, RPG",1998,3,27
Great,Dead or Alive,/games/dead-or-alive-806438/ps-2306,8.5,Fighting,1998,3,27
Mediocre,Speed Racer,/games/speed-racer/ps-3662,5,Racing,1998,3,27
Okay,Lode Runner: The Legend Returns,/games/lode-runner-the-legend-returns/ps-2298,6,Action,1998,3,26
Good,Saga Frontier,/games/saga-frontier/ps-2114,7,RPG,1998,3,26
Painful,Rascal,/games/rascal/ps-2106,2,Platformer,1998,3,25
Great,Quake,/games/aftershock-for-quake/n64-397,8,Action,1998,3,24
Good,ReBoot,/games/reboot/ps-2109,7,Action,1998,3,19
Great,Snowboard Kids,/games/snowboard-kids/n64-2262,8,"Sports, Racing",1998,3,16
Good,Test Drive 4,/games/test-drive-4/ps-2143,7,Racing,1997,11,3
Mediocre,Fighting Force,/games/fighting-force/ps-2053,5.5,Action,1997,11,3
Bad,Jimmy Johnson's VR Football 98,/games/jimmy-johnsons-vr-football-98/ps-2069,4,Sports,1997,11,3
Okay,Reel Fishing,/games/reel-fishing-950449/ps-2111,6,Hunting,1997,10,30
Okay,Shipwreckers!,/games/shipwreckers-2097/ps-2097,6,Action,1997,10,29
Great,Command & Conquer: Red Alert,/games/command-and-conquer-red-alert/ps-2198,8,Strategy,1997,10,28
Mediocre,Rampage: World Tour,/games/rampage-world-tour/ps-2174,5,Action,1997,10,28
Great,Street Fighter EX Plus Alpha,/games/street-fighter-ex-plus/ps-2120,8.3,Fighting,1997,10,26
Good,Nightmare Creatures,/games/nightmare-creatures/ps-2091,7.8,Action,1997,10,26
Bad,NBA In the Zone '98,/games/nba-in-the-zone-98/n64-2265,4.7,Sports,1998,2,11
Bad,Nagano Winter Olympics '98,/games/nagano-winter-olympics-98/n64-2259,4.2,Sports,1998,2,4
Okay,Skullmonkeys,/games/skullmonkeys/ps-2175,6,Platformer,1998,2,3
Awful,Nagano Winter Olympics '98,/games/nagano-winter-olympics-98/ps-2293,3,Sports,1998,1,30
Great,NBA in the Zone '98,/games/nba-in-the-zone-98/ps-2214,8,Sports,1998,1,29
Great,Fighters Destiny,/games/fighters-destiny/n64-2168,8,Fighting,1998,1,27
Good,NHL Breakaway '98,/games/nhl-breakaway-98/ps-1863,7,Sports,1997,9,10
Good,Felony 11-79,/games/felony-11-79/ps-2052,7,"Racing, Action",1997,9,10
Good,Arcade's Greatest Hits: The Atari Collection 1,/games/arcades-greatest-hits-atari-collection-1/ps-9792,7,Compilation,1997,9,4
Okay,Tiger Shark,/games/tiger-shark/ps-522,6.5,Action,1997,9,4
Amazing,Final Fantasy VII,/games/final-fantasy-vii/ps-494,9.5,RPG,1997,9,3
Amazing,International Superstar Soccer 64,/games/international-superstar-soccer-64/n64-1996,9,Sports,1997,9,3
Bad,K-1 The Arena Fighters,/games/k-1-the-arena-fighters/ps-2070,4.5,Fighting,1997,9,3
Mediocre,The Incredible Hulk: The Pantheon Saga,/games/the-incredible-hulk-the-pantheon-saga/ps-570,5,Action,1997,9,2
Good,Duke Nukem: Total Meltdown,/games/duke-nukem-total-meltdown/ps-2194,7,Shooter,1997,12,2
Good,Bomberman 64,/games/bomberman-64/n64-1932,7.6,Action,1997,12,2
Bad,Vs.,/games/vs/ps-2130,4,Fighting,1997,12,2
Mediocre,AeroFighters Assault,/games/aerofighters-assault/n64-1918,5,Shooter,1997,12,1
Great,Ghost in the Shell,/games/ghost-in-the-shell/ps-619,8,Action,1997,12,1
Good,Arcade's Greatest Hits: The Midway Collection 2,/games/arcades-greatest-hits-the-midway-collection-2/ps-2208,7,Action,1997,11,26
Okay,Namco Museum Vol. 5,/games/namco-museum-vol-5/ps-2090,6,"Action, Compilation",1997,11,26
Great,Tomb Raider II Starring Lara Croft,/games/tomb-raider-2-starring-lara-croft/ps-2128,8,Adventure,1997,11,24
Great,Diddy Kong Racing,/games/diddy-kong-racing/n64-2146,8.4,"Racing, Action",1997,11,24
Great,G-Police,/games/g-police/ps-2160,8,Action,1997,10,16
Mediocre,Clock Tower,/games/clock-tower-14279453/ps-2032,5.5,Adventure,1997,10,13
Good,CART World Series,/games/cart-world-series/ps-2163,7,Racing,1997,10,9
Bad,Bravo Air Race,/games/bravo-air-race/ps-2026,4,Racing,1997,10,9
Okay,WCW vs. The World,/games/wcw-vs-the-world/ps-2131,6,Wrestling,1997,10,7
Good,Mace: The Dark Age,/games/mace-the-dark-age/n64-1906,7.1,Fighting,1997,10,3
Great,Top Gear Rally,/games/boss-rally/n64-417,8.4,Racing,1997,10,3
Great,NBA ShootOut '98,/games/nba-shootout-98/ps-2267,8.8,Sports,1998,3,11
Good,Yoshi's Story,/games/yoshis-story/n64-563,7,Platformer,1998,3,11
Great,Klonoa: Door to Phantomile,/games/klonoa/ps-2227,8,Platformer,1998,3,11
Good,Ray Tracers,/games/ray-tracers/ps-2107,7,Action,1998,3,10
Good,Triple Play '99,/games/triple-play-99/ps-2263,7,Sports,1998,3,10
Great,Bloody Roar,/games/bloody-roar/ps-2222,8,Fighting,1998,3,5
Awful,X-Men: Children of the Atom,/games/x-men-children-of-the-atom/ps-2331,3.5,Fighting,1998,3,3
Awful,SimCity 2000,/games/simcity-2000/n64-1950,3.5,Strategy,1998,2,27
Good,Extreme-G,/games/extreme-g/n64-1973,7.9,Racing,1997,10,24
Good,NFL Quarterback Club '98,/games/nfl-quarterback-club-98/n64-1921,7.8,Sports,1997,10,24
Great,Final Fantasy Tactics,/games/final-fantasy-tactics/ps-26,8.5,"Strategy, RPG",1998,1,27
Awful,Monopoly [1998],/games/monopoly-1998/ps-2280,3,Board,1998,1,23
Okay,Auto Destruct,/games/auto-destruct/ps-2177,6,Action,1998,1,21
Amazing,Resident Evil 2 [1998],/games/resident-evil-2/ps-504,9.3,"Action, Adventure",1998,1,21
Good,Riven: The Sequel to Myst,/games/riven/ps-2218,7,Adventure,1998,1,19
Good,WCW Nitro,/games/wcw-nitro/ps-2187,7,Wrestling,1998,1,16
Painful,Beast Wars: Transformers,/games/beast-wars-transformers-805694/ps-2270,2.3,Action,1998,1,16
Mediocre,Red Asphalt,/games/red-asphalt/ps-4,5,Action,1998,1,15
Great,Micro Machines V3,/games/micro-machines-64-turbo/ps-2220,8.7,Racing,1998,1,9
Okay,BallBlazer Champions,/games/ballblazer-champions/ps-2021,6,"Sports, Action",1997,9,2
Unbearable,Fantastic Four,/games/fantastic-four/ps-2051,1,Action,1997,8,29
Great,FIFA Road to World Cup 98,/games/fifa-road-to-world-cup-98/ps-2050,8.5,Sports,1997,11,24
Great,NCAA GameBreaker '98,/games/ncaa-gamebreaker-98/ps-2213,8,Sports,1997,11,21
Great,MDK,/games/mdk/ps-2076,8,Action,1997,11,21
Bad,NBA Fastbreak '98,/games/nba-fastbreak-98-142150/ps-13735,4,Sports,1997,11,20
Bad,Star Wars: Masters of Teras Kasi,/games/star-wars-masters-of-teras-kasi/ps-2118,4,Fighting,1997,11,19
Awful,Courier Crisis,/games/courier-crisis/ps-2036,3,Action,1997,11,19
Amazing,Monster Rancher,/games/monster-rancher/ps-2180,9,Simulation,1997,11,19
Amazing,Castlevania: Symphony of the Night,/games/castlevania-symphony-of-the-night/ps-336,9,"Action, Adventure",1997,10,2
Okay,Mischief Makers,/games/mischief-makers/n64-1917,6.2,Platformer,1997,10,1
Great,Croc: Legend of the Gobbos,/games/croc-legend-of-the-gobbos/ps-2039,8,Platformer,1997,10,1
Amazing,Formula 1: Championship Edition,/games/formula-1-championship-edition/ps-2056,9,Racing,1997,10,1
Awful,Mortal Kombat Mythologies: Sub-Zero,/games/mortal-kombat-mythologies-sub-zero/ps-2084,3.5,Platformer,1997,10,1
Good,Mega Man X4,/games/mega-man-x4/ps-2083,7,Action,1997,9,30
Good,PGA Tour '98,/games/pga-tour-98/ps-2162,7,Sports,1997,9,30
Great,Resident Evil: Director's Cut,/games/resident-evil-directors-cut/ps-2112,8.9,"Action, Adventure",1997,9,30
Good,Marvel Super Heroes,/games/marvel-super-heroes/ps-160,7,Fighting,1997,9,30
Good,NHL Breakaway '98,/games/nhl-breakaway-98/n64-1919,7.4,Sports,1998,2,26
Mediocre,Wayne Gretzky's 3D Hockey '98,/games/wayne-gretzkys-3d-hockey-98/n64-2169,5.8,Sports,1998,2,25
Great,Alundra,/games/alundra/ps-2018,8.5,"Action, RPG",1998,1,8
Okay,Robotron 64,/games/robotron-64/n64-1937,6.9,Action,1998,1,5
Good,Puyo Puyo Sun64,/games/puyo-puyo-sun/n64-2245,7.2,Puzzle,1997,12,30
Good,FIFA Road to World Cup 98,/games/fifa-road-to-world-cup-98/n64-2246,7.7,Sports,1997,12,24
Good,Street Fighter Collection,/games/street-fighter-collection/ps-2121,7,"Fighting, Compilation",1997,12,18
Okay,Chameleon Twist,/games/chameleon-twist/n64-1938,6.5,Platformer,1997,12,15
Mediocre,One,/games/one-66131/ps-2096,5,Action,1997,12,11
Amazing,Parappa The Rapper,/games/parappa-the-rapper/ps-490,9,Music,1997,11,18
Mediocre,Critical Depth,/games/critical-depth/ps-2038,5,Action,1997,11,18
Great,Intelligent Qube,/games/intelligent-qube/ps-2199,8,Puzzle,1997,11,17
Okay,Car and Driver Presents Grand Tour Racing 98,/games/car-and-driver-presents-grand-tour-racing-98/ps-2063,6,Racing,1997,9,29
Mediocre,Jersey Devil,/games/jersey-devil/ps-2067,5,Platformer,1998,6,17
Great,Wetrix,/games/wetrix/n64-2139,8.4,Puzzle,1998,6,15
Great,Soviet Strike,/games/soviet-strike/ps-525,8,Action,1998,6,12
Okay,X-Men vs. Street Fighter,/games/x-men-vs-street-fighter/ps-39,6,Fighting,1998,6,11
Mediocre,Quest 64,/games/quest-64-164875/n64-1995,5.9,RPG,1998,6,11
Mediocre,Road Rash 3D,/games/road-rash-3d/ps-2284,5,Racing,1998,6,11
Great,Vigilante 8,/games/vigilante-8/ps-2210,8,Action,1998,6,4
Great,Forsaken 64,/games/forsaken/n64-1988,8,Action,1998,6,3
Good,Major League Baseball Featuring Ken Griffey Jr.,/games/major-league-baseball-featuring-ken-griffey-jr/n64-421,7.7,Sports,1998,6,2
Great,All-Star Baseball '99,/games/all-star-baseball-99/n64-2275,8.2,Sports,1998,5,26
Great,Bust-A-Move 2 Arcade Edition,/games/bust-a-move-2-arcade-edition/n64-3606,8,Puzzle,1998,5,22
Mediocre,Aero Gauge,/games/aero-gauge/n64-2006,5.2,Racing,1998,5,21
Okay,Bio F.R.E.A.K.S.,/games/bio-freaks/ps-2318,6.5,Fighting,1998,5,21
Okay,Bio F.R.E.A.K.S.,/games/bio-freaks/n64-1924,6.4,Action,1998,5,20
Great,World Cup 98,/games/world-cup-98/n64-3533,8.8,Sports,1998,5,20
Good,Breath of Fire III,/games/breath-of-fire-iii/ps-448,7.5,RPG,1998,5,15
Great,Hot Shots Golf,/games/hot-shots-golf/ps-2273,8,"Sports, Action",1998,5,7
Good,Kobe Bryant in NBA Courtside,/games/kobe-bryant-in-nba-courtside/n64-2266,7.8,Sports,1998,4,27
Good,Mystical Ninja Starring Goemon,/games/mystical-ninja-starring-goemon-949069/n64-608,7.6,"Action, Adventure",1998,4,16
Good,Theme Hospital,/games/theme-hospital/ps-3747,7,Strategy,1998,4,15
Good,MLB '99,/games/mlb-99/ps-3748,7,Sports,1998,4,14
Mediocre,Blasto,/games/blasto/ps-2023,5,Action,1998,4,14
Great,Newman Haas Racing,/games/newman-haas-racing/ps-2216,8,Racing,1998,4,13
Great,Point Blank,/games/point-blank/ps-2102,8,Action,1998,4,13
Mediocre,Deathtrap Dungeon,/games/deathtrap-dungeon/ps-2042,5,Adventure,1998,4,3
Good,SWAT 2,/games/swat-2/pc-4024,7,"Action, Simulation",1998,8,11
Mediocre,Batman & Robin,/games/batman-robin/ps-2274,5,Action,1998,8,11
Mediocre,SEGA Touring Car Championship,/games/sega-touring-car-championship/pc-3661,5,Racing,1998,7,31
Okay,Fox Sports Golf '99,/games/fox-sports-golf-99/pc-3881,6,Sports,1998,7,31
Bad,Army Men,/games/army-men/pc-3782,4,Action,1998,7,31
Okay,Revenge of Arcade,/games/revenge-of-arcade/pc-3980,6,Action,1998,7,31
Bad,Dominion:  Storm Over Gift 3,/games/dominion-storm-over-gift-3/pc-3742,4,Strategy,1998,7,31
Great,Addiction Pinball,/games/addiction-pinball/pc-3831,8,Pinball,1998,7,30
Great,F-1 World Grand Prix,/games/f-1-world-grand-prix/n64-3535,8.3,Racing,1998,7,27
Okay,Mission: Impossible,/games/mission-impossible-808345/n64-29,6.6,Action,1998,7,20
Great,World Cup 98,/games/world-cup-98/ps-3532,8,Sports,1998,7,15
Mediocre,NFL Xtreme,/games/nfl-xtreme/ps-3528,5,"Sports, Action",1998,7,15
Okay,Granstream Saga,/games/granstream-saga/ps-2305,6,RPG,1998,7,14
Great,Forsaken,/games/forsaken/ps-2290,8,Action,1998,7,13
Okay,Grand Theft Auto,/games/grand-theft-auto-1/ps-151,6,Action,1998,7,10
Mediocre,Crime Killer,/games/crime-killer/ps-2173,5,Action,1998,7,2
Painful,Off-Road Challenge,/games/off-road-challenge/n64-2201,2.5,Racing,1998,7,2
